date,tweet
2019-08-27 19:59:14,Double Your Trading Account Quickly -  https://mailchi.mp/exactoptionpicks/the-option-triggers-with-759185 … $BTC $TLRY $FB $NVDA $BYND $TWLO $BKNG $AMZN $GOOGL $BIDU $BABA $DIS $AAPL $GS $TSLA $NFLX $AMD $BA $CRM $LULU $ROKU
2019-08-27 19:39:17,Googl great earning down 100 Fb great earning down 25 Bkng great earnings down 80 Bidu great earning down 15 Aapl guides up by 2b down 20.    Do you understand
2019-08-27 19:36:45,"$SPY ""China Won't give in to extreme pressure by the United States"" $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #tradewar #China #TradeTalks #tariffs #currency #manipulation #phonecallthatneverhappend https://twitter.com/BeijingReview/status/1166493951777525761 …"
2019-08-27 19:32:17,"$COST  - Solid breakout over 284 today... 300,310 is possible next  ---- $AMZN $AMD $BA $BABA $BYND $FB $AAPL $GOOGL $NFLX $NVDA $ROKU $SPX $SPY $ES $QQQ $IWM pic.twitter.com/Gb9q9vR4O3"
2019-08-27 19:30:11,ACTIVE TRADERS Try one of these FREE trading guides:   http://ow.ly/8R7330ppTAq  $NFLX $TSLA $AAPL $TWTR $GS $FB $AMZN $GOOGL $NVDA
2019-08-27 19:24:37,@BenoFujiwara i found this on googl e  pic.twitter.com/sBuENHaBrH
2019-08-27 19:21:12,ロクのシェアは44％で、アマゾン・ドット・コム（AMZN）のFire TV（ファイヤーテレビ）の33％、アルファベット（GOOGL）傘下グーグルのChromecast（クロームキャスト）の16％、Apple TVの13％  【バロンズ】ストリーミング銘柄、ロクが最良の投資先 - WSJ  https://jp.wsj.com/articles/SB12600967349057934523104585511022663068934 …
2019-08-27 19:20:19,🔍Sunsetting Hire by Google:  http://bit.ly/2ZA8fJS  #google $GOOG $GOOGL #alphabet #TechNews #tech @google #digitaltransformation pic.twitter.com/IpAOudUW3a
2019-08-27 19:13:13,$MSFT $AMZN $GOOG $GOOGL:  Qualys: Overpricing Growth:   https://www.StockNewsWires.com/msft-amzn-goog-googl-qualys-overpricing-growth/ …
2019-08-27 19:04:04,"A former Uber and Google executive has been indicted on accusations of stealing self-driving car tech (UBER, GOOGL)   https://rius.ca/social_story/201908272304444/ … #Uber #Levandowski #Anthony #tech pic.twitter.com/KCqZvPi2v1"
2019-08-27 19:00:39,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at  http://ow.ly/IfKt30ppTAn  $NVDA $TSLA $GS $C $WFC $GOOGL $FB
2019-08-27 18:59:31,ロクすげぇ。  >米国のインターネットテレビ端末市場におけるロクのシェアは44％で、アマゾン・ドット・コム（AMZN）のFire TV（ファイヤーテレビ）の33％、アルファベット（GOOGL）傘下グーグルのChromecast（クロームキャスト）の16％、Apple TVの13％を上回っている。  https://jp.wsj.com/articles/SB12600967349057934523104585511022663068934?shareToken=stc2b702b4c2104c29823bedb831a2a69b …
2019-08-27 18:52:16,S&P500 -0.32% Russell2000 -1.35% HYG -0.05% STOXX600 +0.63% GOLD +0.94% NY原油 54.93 +1.29  NYFANG -0.28% FB +0.52% AMZN -0.40% AAPL -1.13% NFLX -1.34% GOOGL -0.03%  pic.twitter.com/1EXPeyGiAA
2019-08-27 18:50:44,"$SPX, $AAPL, $AMZN, $GOOGL as noted be patient for better entries was a great strategy as was observing the put buyers in AAPL.The market is holding up better than expected. Turned slightly more nuetral today. Waiting for confirmation of better momentum."
2019-08-27 18:30:10,ACTIVE TRADERS Try one of these FREE trading guides:   http://ow.ly/QkzT30ppTAm  $NFLX $TSLA $AAPL $IBB $GS $FB $AMZN $GOOGL $NVDA
2019-08-27 18:26:42,Can Okta squeeze more juice from it’s price-to-sales?? My analysis on @okta ahead of earnings published in @MarketWatch $OKTA $WDAY $MSFT $CRM $GOOG $GOOGL $AMZN $VEEV https://twitter.com/paerru/status/1166453028062470152 …
2019-08-27 18:23:00,$GOOGL $AAPL Corporate Culture Matters Most via http://www.hvper.com/?ref=s 
2019-08-27 18:17:22,"My Dad: Okay Google, could you direct me to the nearest In and Out please? Thank you.  Me: Okkkkay GoogL....bu r g,,er"
2019-08-27 18:07:48,googl is inaccurut: 'allah' is the arabic wurd for 'god' with arabic speakrs - whether jews/christians/muhummuduns etc. wurkt for 'jesus' - rifur'd me t wikipedia articl.
2019-08-27 18:06:14,"A former Uber and Google executive has been indicted on accusations of stealing self-driving car tech (UBER, GOOGL)   https://rius.ca/social_story/201908272206444/ … #Levandowski #Uber #Anthony #tech pic.twitter.com/5QFdBwjN5a"
2019-08-27 17:52:43,"Wall Street's top stories for Tuesday $GOOGL, $PZZA, $CAL, $GTT, $SJM  http://crweworld.com/symbol/PZZA "
2019-08-27 17:45:42,Survey finds new auto technology can annoy drivers $GOOGL #GOOGL #Technology #Automobilemanufacturing #Consumerproductmanufacturing https://www.marketbeat.com/n/4171914/ 
2019-08-27 17:45:37,Survey finds new auto technology can annoy drivers $GOOGL #GOOGL #Technology #Automobilemanufacturing #Consumerproductmanufacturing  http://zpr.io/tULYX 
2019-08-27 17:42:42,"P&L for the 8/27/2019 $1,165.00 $amzn $fb $roku $aapl $nflx $iwm $spy $googl $nvda $tsla DM OR EMAIL ME AT    daveronnie767@gmail.com ON HOW TO JOIN MY REALTIME OPTIONS ALERTS $amd $zm $bidu $ibm $twtr $bynd $ba LINK IN BIO $49.99/MTH, DM FOR BIWEEKLY  LINK $26.49 pic.twitter.com/6oQ4Sz34LH"
2019-08-27 17:40:03,$GOOGL - Former Google Engineer Charged With Stealing Trade Secrets -- 2nd Update  http://ih.advfn.com/stock-market/NASDAQ/GOOGL/stock-news/Former-Google-Engineer-Charged-With-Stealing-Trade/80613880?adw=1126416 …
2019-08-27 17:32:17,Googlプレイください
2019-08-27 17:30:10,ACTIVE TRADERS Try one of these FREE trading guides:   http://ow.ly/xsga30ppTAi  $NFLX $TSLA $AAPL $JWN $GS $FB $AMZN $GOOGL $NVDA
2019-08-27 17:26:36,$AMZN 1761.83 (-7.04  -0.40%) $GOOGL 1170.82 (-.36  -0.03%) $NFLX 291.03 (-3.95  -1.34%) $TSLA 214.08 (-.92  -0.43%) $AAPL 204.16 (-2.33  -1.13%) $FB 181.30 (+.94  +0.52%) $NVDA 161.80 (-3.65  -2.21%) $MSFT 135.74 (+.29  +0.21%) $TWTR 42.14 (+.70  +1.69%)
2019-08-27 17:24:33,$AMZN $AAPL $GOOGL $INTC $FB $NFLX $MSFT https://twitter.com/JonErlichman/status/1166351506418929664 …
2019-08-27 17:23:26,WOWZA - stepped away for a few mins & came back to the darkpool feed lit up on Blackbox Stocks🔥 Looks like we had a huge blast of prints hit at 3:58 cst. $googl $amzn $ko $bkng $hd $msft $nflx $mu $pg $tmus $gm $pep $mdt Report will be posted for members of all today's DP prints pic.twitter.com/DZh9PiroZu
2019-08-27 17:19:13,"🔍Google Warns Against Blocking ‘Cookies’ Entirely, Triggering Criticism:  https://on.wsj.com/2zuSmWp  #google $GOOG $GOOGL #alphabet #TechNews #tech @google #digitaltransformation pic.twitter.com/Ujj9bORzCz"
2019-08-27 17:19:11,令和元年8月27日からの大雨に関する情報【 ひろめでぃあ 福岡市(8月 28日 6時 18分)with Googl e Translate】  http://www.hylomedia.net/hylomedia/fukuoka_pref/fukuoka_city/%e4%bb%a4%e5%92%8c%e5%85%83%e5%b9%b48%e6%9c%8827%e6%97%a5%e3%81%8b%e3%82%89%e3%81%ae%e5%a4%a7%e9%9b%a8%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e6%83%85%e5%a0%b1%e3%80%90-%e3%81%b2%e3%82%8d%e3%82%81-6/ …
2019-08-27 17:18:10,令和元年8月27日からの大雨に関する情報【 ひろめでぃあ 福岡市(8月 28日 6時 17分)with Googl e Translate】  http://www.hylomedia.net/hylomedia/fukuoka_pref/fukuoka_city/%e4%bb%a4%e5%92%8c%e5%85%83%e5%b9%b48%e6%9c%8827%e6%97%a5%e3%81%8b%e3%82%89%e3%81%ae%e5%a4%a7%e9%9b%a8%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e6%83%85%e5%a0%b1%e3%80%90-%e3%81%b2%e3%82%8d%e3%82%81-5/ …
2019-08-27 17:16:35,$GOOGL Q2 Earnings Call  pic.twitter.com/n0dWqgY1k9
